title,summary,category
HierTOD: A Task-Oriented Dialogue System Driven by Hierarchical Goals,"Task-Oriented Dialogue (TOD) systems assist users in completing tasks through
natural language interactions, often relying on a single-layered workflow
structure for slot-filling in public tasks, such as hotel bookings. However, in
enterprise environments, which involve rich domain-specific knowledge, TOD
systems face challenges due to task complexity and the lack of standardized
documentation. In this work, we introduce HierTOD, an enterprise TOD system
driven by hierarchical goals and can support composite workflows. By focusing
on goal-driven interactions, our system serves a more proactive role,
facilitating mixed-initiative dialogue and improving task completion. Equipped
with components for natural language understanding, composite goal retriever,
dialogue management, and response generation, backed by a well-organized data
service with domain knowledge base and retrieval engine, HierTOD delivers
efficient task assistance. Furthermore, our system implementation unifies two
TOD paradigms: slot-filling for information collection and step-by-step
guidance for task execution. Our human study demonstrates the effectiveness and
helpfulness of HierTOD in performing both paradigms.",cs.AI
Variational Graph Contrastive Learning,"Graph representation learning (GRL) is a fundamental task in machine
learning, aiming to encode high-dimensional graph-structured data into
low-dimensional vectors. Self-supervised learning (SSL) methods are widely used
in GRL because they can avoid expensive human annotation. In this work, we
propose a novel Subgraph Gaussian Embedding Contrast (SGEC) method. Our
approach introduces a subgraph Gaussian embedding module, which adaptively maps
subgraphs to a structured Gaussian space, ensuring the preservation of graph
characteristics while controlling the distribution of generated subgraphs. We
employ optimal transport distances, including Wasserstein and
Gromov-Wasserstein distances, to effectively measure the similarity between
subgraphs, enhancing the robustness of the contrastive learning process.
Extensive experiments across multiple benchmarks demonstrate that SGEC
outperforms or presents competitive performance against state-of-the-art
approaches. Our findings provide insights into the design of SSL methods for
GRL, emphasizing the importance of the distribution of the generated
contrastive pairs.",cs.AI
Edify 3D: Scalable High-Quality 3D Asset Generation,"We introduce Edify 3D, an advanced solution designed for high-quality 3D
asset generation. Our method first synthesizes RGB and surface normal images of
the described object at multiple viewpoints using a diffusion model. The
multi-view observations are then used to reconstruct the shape, texture, and
PBR materials of the object. Our method can generate high-quality 3D assets
with detailed geometry, clean shape topologies, high-resolution textures, and
materials within 2 minutes of runtime.",cs.AI
Stronger Models are NOT Stronger Teachers for Instruction Tuning,"Instruction tuning has been widely adopted to ensure large language models
(LLMs) follow user instructions effectively. The resulting
instruction-following capabilities of LLMs heavily rely on the instruction
datasets used for tuning. Recently, synthetic instruction datasets have emerged
as an economically viable solution to provide LLMs diverse and high-quality
instructions. However, existing approaches typically assume that larger or
stronger models are stronger teachers for instruction tuning, and hence simply
adopt these models as response generators to the synthetic instructions. In
this paper, we challenge this commonly-adopted assumption. Our extensive
experiments across five base models and twenty response generators reveal that
larger and stronger models are not necessarily stronger teachers of smaller
models. We refer to this phenomenon as the Larger Models' Paradox. We observe
that existing metrics cannot precisely predict the effectiveness of response
generators since they ignore the compatibility between teachers and base models
being fine-tuned. We thus develop a novel metric, named as
Compatibility-Adjusted Reward (CAR) to measure the effectiveness of response
generators. Our experiments across five base models demonstrate that CAR
outperforms almost all baselines.",cs.AI
Token Merging for Training-Free Semantic Binding in Text-to-Image Synthesis,"Although text-to-image (T2I) models exhibit remarkable generation
capabilities, they frequently fail to accurately bind semantically related
objects or attributes in the input prompts; a challenge termed semantic
binding. Previous approaches either involve intensive fine-tuning of the entire
T2I model or require users or large language models to specify generation
layouts, adding complexity. In this paper, we define semantic binding as the
task of associating a given object with its attribute, termed attribute
binding, or linking it to other related sub-objects, referred to as object
binding. We introduce a novel method called Token Merging (ToMe), which
enhances semantic binding by aggregating relevant tokens into a single
composite token. This ensures that the object, its attributes and sub-objects
all share the same cross-attention map. Additionally, to address potential
confusion among main objects with complex textual prompts, we propose end token
substitution as a complementary strategy. To further refine our approach in the
initial stages of T2I generation, where layouts are determined, we incorporate
two auxiliary losses, an entropy loss and a semantic binding loss, to
iteratively update the composite token to improve the generation integrity. We
conducted extensive experiments to validate the effectiveness of ToMe,
comparing it against various existing methods on the T2I-CompBench and our
proposed GPT-4o object binding benchmark. Our method is particularly effective
in complex scenarios that involve multiple objects and attributes, which
previous methods often fail to address. The code will be publicly available at
\url{https://github.com/hutaihang/ToMe}.",cs.AI
Fast and Robust Contextual Node Representation Learning over Dynamic Graphs,"Real-world graphs grow rapidly with edge and vertex insertions over time,
motivating the problem of efficiently maintaining robust node representation
over evolving graphs. Recent efficient GNNs are designed to decouple recursive
message passing from the learning process, and favor Personalized PageRank
(PPR) as the underlying feature propagation mechanism. However, most PPR-based
GNNs are designed for static graphs, and efficient PPR maintenance remains as
an open problem. Further, there is surprisingly little theoretical
justification for the choice of PPR, despite its impressive empirical
performance.
  In this paper, we are inspired by the recent PPR formulation as an explicit
$\ell_1$-regularized optimization problem and propose a unified dynamic graph
learning framework based on sparse node-wise attention. We also present a set
of desired properties to justify the choice of PPR in STOA GNNs, and serves as
the guideline for future node attention designs. Meanwhile, we take advantage
of the PPR-equivalent optimization formulation and employ the proximal gradient
method (ISTA) to improve the efficiency of PPR-based GNNs upto 6 times.
Finally, we instantiate a simple-yet-effective model (\textsc{GoPPE}) with
robust positional encodings by maximizing PPR previously used as attention. The
model performs comparably to or better than the STOA baselines and greatly
outperforms when the initial node attributes are noisy during graph evolution,
demonstrating the effectiveness and robustness of \textsc{GoPPE}.",cs.AI
Learning Multi-Agent Collaborative Manipulation for Long-Horizon Quadrupedal Pushing,"Recently, quadrupedal locomotion has achieved significant success, but their
manipulation capabilities, particularly in handling large objects, remain
limited, restricting their usefulness in demanding real-world applications such
as search and rescue, construction, industrial automation, and room
organization. This paper tackles the task of obstacle-aware, long-horizon
pushing by multiple quadrupedal robots. We propose a hierarchical multi-agent
reinforcement learning framework with three levels of control. The high-level
controller integrates an RRT planner and a centralized adaptive policy to
generate subgoals, while the mid-level controller uses a decentralized
goal-conditioned policy to guide the robots toward these sub-goals. A
pre-trained low-level locomotion policy executes the movement commands. We
evaluate our method against several baselines in simulation, demonstrating
significant improvements over baseline approaches, with 36.0% higher success
rates and 24.5% reduction in completion time than the best baseline. Our
framework successfully enables long-horizon, obstacle-aware manipulation tasks
like Push-Cuboid and Push-T on Go1 robots in the real world.",cs.AI
Bounded Rationality Equilibrium Learning in Mean Field Games,"Mean field games (MFGs) tractably model behavior in large agent populations.
The literature on learning MFG equilibria typically focuses on finding Nash
equilibria (NE), which assume perfectly rational agents and are hence
implausible in many realistic situations. To overcome these limitations, we
incorporate bounded rationality into MFGs by leveraging the well-known concept
of quantal response equilibria (QRE). Two novel types of MFG QRE enable the
modeling of large agent populations where individuals only noisily estimate the
true objective. We also introduce a second source of bounded rationality to
MFGs by restricting agents' planning horizon. The resulting novel receding
horizon (RH) MFGs are combined with QRE and existing approaches to model
different aspects of bounded rationality in MFGs. We formally define MFG QRE
and RH MFGs and compare them to existing equilibrium concepts such as
entropy-regularized NE. Subsequently, we design generalized fixed point
iteration and fictitious play algorithms to learn QRE and RH equilibria. After
a theoretical analysis, we give different examples to evaluate the capabilities
of our learning algorithms and outline practical differences between the
equilibrium concepts.",cs.AI
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,"As modern web services increasingly rely on REST APIs, their thorough testing
has become crucial. Furthermore, the advent of REST API specifications such as
the OpenAPI Specification has led to the emergence of many black-box REST API
testing tools. However, these tools often focus on individual test elements in
isolation (e.g., APIs, parameters, values), resulting in lower coverage and
less effectiveness in detecting faults (i.e., 500 response codes). To address
these limitations, we present AutoRestTest, the first black-box framework to
adopt a dependency-embedded multi-agent approach for REST API testing,
integrating Multi-Agent Reinforcement Learning (MARL) with a Semantic Property
Dependency Graph (SPDG) and Large Language Models (LLMs). Our approach treats
REST API testing as a separable problem, where four agents -- API, dependency,
parameter, and value -- collaborate to optimize API exploration. LLMs handle
domain-specific value restrictions, the SPDG model simplifies the search space
for dependencies using a similarity score between API operations, and MARL
dynamically optimizes the agents' behavior. Evaluated on 12 real-world REST
services, AutoRestTest outperforms the four leading black-box REST API testing
tools, including those assisted by RESTGPT (which augments realistic test
inputs using LLMs), in terms of code coverage, operation coverage, and fault
detection. Notably, AutoRestTest is the only tool able to identify an internal
server error in Spotify. Our ablation study underscores the significant
contributions of the agent learning, SPDG, and LLM components.",cs.AI
Towards Characterizing Cyber Networks with Large Language Models,"Threat hunting analyzes large, noisy, high-dimensional data to find sparse
adversarial behavior. We believe adversarial activities, however they are
disguised, are extremely difficult to completely obscure in high dimensional
space. In this paper, we employ these latent features of cyber data to find
anomalies via a prototype tool called Cyber Log Embeddings Model (CLEM). CLEM
was trained on Zeek network traffic logs from both a real-world production
network and an from Internet of Things (IoT) cybersecurity testbed. The model
is deliberately overtrained on a sliding window of data to characterize each
window closely. We use the Adjusted Rand Index (ARI) to comparing the k-means
clustering of CLEM output to expert labeling of the embeddings. Our approach
demonstrates that there is promise in using natural language modeling to
understand cyber data.",cs.AI
OCMDP: Observation-Constrained Markov Decision Process,"In many practical applications, decision-making processes must balance the
costs of acquiring information with the benefits it provides. Traditional
control systems often assume full observability, an unrealistic assumption when
observations are expensive. We tackle the challenge of simultaneously learning
observation and control strategies in such cost-sensitive environments by
introducing the Observation-Constrained Markov Decision Process (OCMDP), where
the policy influences the observability of the true state. To manage the
complexity arising from the combined observation and control actions, we
develop an iterative, model-free deep reinforcement learning algorithm that
separates the sensing and control components of the policy. This decomposition
enables efficient learning in the expanded action space by focusing on when and
what to observe, as well as determining optimal control actions, without
requiring knowledge of the environment's dynamics. We validate our approach on
a simulated diagnostic task and a realistic healthcare environment using
HeartPole. Given both scenarios, the experimental results demonstrate that our
model achieves a substantial reduction in observation costs on average,
significantly outperforming baseline methods by a notable margin in efficiency.",cs.AI
To Train or Not to Train: Balancing Efficiency and Training Cost in Deep Reinforcement Learning for Mobile Edge Computing,"Artificial Intelligence (AI) is a key component of 6G networks, as it enables
communication and computing services to adapt to end users' requirements and
demand patterns. The management of Mobile Edge Computing (MEC) is a meaningful
example of AI application: computational resources available at the network
edge need to be carefully allocated to users, whose jobs may have different
priorities and latency requirements. The research community has developed
several AI algorithms to perform this resource allocation, but it has neglected
a key aspect: learning is itself a computationally demanding task, and
considering free training results in idealized conditions and performance in
simulations. In this work, we consider a more realistic case in which the cost
of learning is specifically accounted for, presenting a new algorithm to
dynamically select when to train a Deep Reinforcement Learning (DRL) agent that
allocates resources. Our method is highly general, as it can be directly
applied to any scenario involving a training overhead, and it can approach the
same performance as an ideal learning agent even under realistic training
conditions.",cs.AI
StoryTeller: Improving Long Video Description through Global Audio-Visual Character Identification,"Existing large vision-language models (LVLMs) are largely limited to
processing short, seconds-long videos and struggle with generating coherent
descriptions for extended video spanning minutes or more. Long video
description introduces new challenges, such as plot-level consistency across
descriptions. To address these, we figure out audio-visual character
identification, matching character names to each dialogue, as a key factor. We
propose StoryTeller, a system for generating dense descriptions of long videos,
incorporating both low-level visual concepts and high-level plot information.
StoryTeller uses a multimodal large language model that integrates visual,
audio, and text modalities to perform audio-visual character identification on
minute-long video clips. The results are then fed into a LVLM to enhance
consistency of video description. We validate our approach on movie description
tasks and introduce MovieStory101, a dataset with dense descriptions for
three-minute movie clips. To evaluate long video descriptions, we create
MovieQA, a large set of multiple-choice questions for the MovieStory101 test
set. We assess descriptions by inputting them into GPT-4 to answer these
questions, using accuracy as an automatic evaluation metric. Experiments show
that StoryTeller outperforms all open and closed-source baselines on MovieQA,
achieving 9.5% higher accuracy than the strongest baseline, Gemini-1.5-pro, and
demonstrating a +15.56% advantage in human side-by-side evaluations.
Additionally, incorporating audio-visual character identification from
StoryTeller improves the performance of all video description models, with
Gemini-1.5-pro and GPT-4o showing relative improvement of 5.5% and 13.0%,
respectively, in accuracy on MovieQA.",cs.AI
An Interpretable X-ray Style Transfer via Trainable Local Laplacian Filter,"Radiologists have preferred visual impressions or 'styles' of X-ray images
that are manually adjusted to their needs to support their diagnostic
performance. In this work, we propose an automatic and interpretable X-ray
style transfer by introducing a trainable version of the Local Laplacian Filter
(LLF). From the shape of the LLF's optimized remap function, the
characteristics of the style transfer can be inferred and reliability of the
algorithm can be ensured. Moreover, we enable the LLF to capture complex X-ray
style features by replacing the remap function with a Multi-Layer Perceptron
(MLP) and adding a trainable normalization layer. We demonstrate the
effectiveness of the proposed method by transforming unprocessed mammographic
X-ray images into images that match the style of target mammograms and achieve
a Structural Similarity Index (SSIM) of 0.94 compared to 0.82 of the baseline
LLF style transfer method from Aubry et al.",cs.AI
Universal Response and Emergence of Induction in LLMs,"While induction is considered a key mechanism for in-context learning in
LLMs, understanding its precise circuit decomposition beyond toy models remains
elusive. Here, we study the emergence of induction behavior within LLMs by
probing their response to weak single-token perturbations of the residual
stream. We find that LLMs exhibit a robust, universal regime in which their
response remains scale-invariant under changes in perturbation strength,
thereby allowing us to quantify the build-up of token correlations throughout
the model. By applying our method, we observe signatures of induction behavior
within the residual stream of Gemma-2-2B, Llama-3.2-3B, and GPT-2-XL. Across
all models, we find that these induction signatures gradually emerge within
intermediate layers and identify the relevant model sections composing this
behavior. Our results provide insights into the collective interplay of
components within LLMs and serve as a benchmark for large-scale circuit
analysis.",cs.AI
On Active Privacy Auditing in Supervised Fine-tuning for White-Box Language Models,"The pretraining and fine-tuning approach has become the leading technique for
various NLP applications. However, recent studies reveal that fine-tuning data,
due to their sensitive nature, domain-specific characteristics, and
identifiability, pose significant privacy concerns. To help develop more
privacy-resilient fine-tuning models, we introduce a novel active privacy
auditing framework, dubbed Parsing, designed to identify and quantify privacy
leakage risks during the supervised fine-tuning (SFT) of language models (LMs).
The framework leverages improved white-box membership inference attacks (MIAs)
as the core technology, utilizing novel learning objectives and a two-stage
pipeline to monitor the privacy of the LMs' fine-tuning process, maximizing the
exposure of privacy risks. Additionally, we have improved the effectiveness of
MIAs on large LMs including GPT-2, Llama2, and certain variants of them. Our
research aims to provide the SFT community of LMs with a reliable, ready-to-use
privacy auditing tool, and to offer valuable insights into safeguarding privacy
during the fine-tuning process. Experimental results confirm the framework's
efficiency across various models and tasks, emphasizing notable privacy
concerns in the fine-tuning process. Project code available for
https://anonymous.4open.science/r/PARSING-4817/.",cs.AI
Zeroth-Order Adaptive Neuron Alignment Based Pruning without Re-Training,"Network pruning is a set of computational techniques that aim to reduce a
given model's computational cost by removing a subset of its parameters while
having minimal impact on performance. Throughout the last decade, the most
widely used pruning paradigm has focused on pruning and re-training, which
nowadays is inconvenient due to the vast amount of pre-trained models, which
are in any case too expensive to re-train. In this paper, we exploit functional
information from dense pre-trained models, i.e., their activations, to obtain
sparse models that maximize the activations' alignment w.r.t. their
corresponding dense models. Hence, we propose \textsc{NeuroAl}, a \emph{top-up}
algorithm that can be used on top of any given pruning algorithm for LLMs, that
modifies the block-wise and row-wise sparsity ratios to maximize the
\emph{neuron alignment} among activations. Moreover, differently from existing
methods, our approach adaptively selects the best parameters for the block-wise
and row-wise sparsity ratios w.r.t. to the model and the desired sparsity
(given as input), and requires \emph{no re-training}. We test our method on 4
different LLM families and 3 different sparsity ratios, showing how it
consistently outperforms the latest state-of-the-art techniques. The code is
available at https://github.com/eliacunegatti/NeuroAL.",cs.AI
Minion: A Technology Probe for Resolving Value Conflicts through Expert-Driven and User-Driven Strategies in AI Companion Applications,"AI companions based on large language models can role-play and converse very
naturally. When value conflicts arise between the AI companion and the user, it
may offend or upset the user. Yet, little research has examined such conflicts.
We first conducted a formative study that analyzed 151 user complaints about
conflicts with AI companions, providing design implications for our study.
Based on these, we created Minion, a technology probe to help users resolve
human-AI value conflicts. Minion applies a user-empowerment intervention method
that provides suggestions by combining expert-driven and user-driven conflict
resolution strategies. We conducted a technology probe study, creating 40 value
conflict scenarios on Character.AI and Talkie. 22 participants completed 274
tasks and successfully resolved conflicts 94.16% of the time. We summarize user
responses, preferences, and needs in resolving value conflicts, and propose
design implications to reduce conflicts and empower users to resolve them more
effectively.",cs.AI
Designing Reliable Experiments with Generative Agent-Based Modeling: A Comprehensive Guide Using Concordia by Google DeepMind,"In social sciences, researchers often face challenges when conducting
large-scale experiments, particularly due to the simulations' complexity and
the lack of technical expertise required to develop such frameworks.
Agent-Based Modeling (ABM) is a computational approach that simulates agents'
actions and interactions to evaluate how their behaviors influence the
outcomes. However, the traditional implementation of ABM can be demanding and
complex. Generative Agent-Based Modeling (GABM) offers a solution by enabling
scholars to create simulations where AI-driven agents can generate complex
behaviors based on underlying rules and interactions. This paper introduces a
framework for designing reliable experiments using GABM, making sophisticated
simulation techniques more accessible to researchers across various fields. We
provide a step-by-step guide for selecting appropriate tools, designing the
model, establishing experimentation protocols, and validating results.",cs.AI
Evaluating the Accuracy of Chatbots in Financial Literature,"We evaluate the reliability of two chatbots, ChatGPT (4o and o1-preview
versions), and Gemini Advanced, in providing references on financial literature
and employing novel methodologies. Alongside the conventional binary approach
commonly used in the literature, we developed a nonbinary approach and a
recency measure to assess how hallucination rates vary with how recent a topic
is. After analyzing 150 citations, ChatGPT-4o had a hallucination rate of 20.0%
(95% CI, 13.6%-26.4%), while the o1-preview had a hallucination rate of 21.3%
(95% CI, 14.8%-27.9%). In contrast, Gemini Advanced exhibited higher
hallucination rates: 76.7% (95% CI, 69.9%-83.4%). While hallucination rates
increased for more recent topics, this trend was not statistically significant
for Gemini Advanced. These findings emphasize the importance of verifying
chatbot-provided references, particularly in rapidly evolving fields.",cs.AI
UniHR: Hierarchical Representation Learning for Unified Knowledge Graph Link Prediction,"Beyond-triple fact representations including hyper-relational facts with
auxiliary key-value pairs, temporal facts with additional timestamps, and
nested facts implying relationships between facts, are gaining significant
attention. However, existing link prediction models are usually designed for
one specific type of facts, making it difficult to generalize to other fact
representations. To overcome this limitation, we propose a Unified Hierarchical
Representation learning framework (UniHR) for unified knowledge graph link
prediction. It consists of a unified Hierarchical Data Representation (HiDR)
module and a unified Hierarchical Structure Learning (HiSL) module as graph
encoder. The HiDR module unifies hyper-relational KGs, temporal KGs, and nested
factual KGs into triple-based representations. Then HiSL incorporates
intra-fact and inter-fact message passing, focusing on enhancing the semantic
information within individual facts and enriching the structural information
between facts. Experimental results across 7 datasets from 3 types of KGs
demonstrate that our UniHR outperforms baselines designed for one specific kind
of KG, indicating strong generalization capability of HiDR form and the
effectiveness of HiSL module. Code and data are available at
https://github.com/Lza12a/UniHR.",cs.AI
Leveraging LSTM for Predictive Modeling of Satellite Clock Bias,"Satellite clock bias prediction plays a crucial role in enhancing the
accuracy of satellite navigation systems. In this paper, we propose an approach
utilizing Long Short-Term Memory (LSTM) networks to predict satellite clock
bias. We gather data from the PRN 8 satellite of the Galileo and preprocess it
to obtain a single difference sequence, crucial for normalizing the data.
Normalization allows resampling of the data, ensuring that the predictions are
equidistant and complete. Our methodology involves training the LSTM model on
varying lengths of datasets, ranging from 7 days to 31 days. We employ a
training set consisting of two days' worth of data in each case. Our LSTM model
exhibits exceptional accuracy, with a Root Mean Square Error (RMSE) of 2.11
$\times$ 10$^{-11}$. Notably, our approach outperforms traditional methods used
for similar time-series forecasting projects, being 170 times more accurate
than RNN, 2.3 $\times$ 10$^7$ times more accurate than MLP, and 1.9 $\times$
10$^4$ times more accurate than ARIMA. This study holds significant potential
in enhancing the accuracy and efficiency of low-power receivers used in various
devices, particularly those requiring power conservation. By providing more
accurate predictions of satellite clock bias, the findings of this research can
be integrated into the algorithms of such devices, enabling them to function
with heightened precision while conserving power. Improved accuracy in clock
bias predictions ensures that low-power receivers can maintain optimal
performance levels, thereby enhancing the overall reliability and effectiveness
of satellite navigation systems. Consequently, this advancement holds promise
for a wide range of applications, including remote areas, IoT devices, wearable
technology, and other devices where power efficiency and navigation accuracy
are paramount.",cs.AI
A neural-network based anomaly detection system and a safety protocol to protect vehicular network,"This thesis addresses the use of Cooperative Intelligent Transport Systems
(CITS) to improve road safety and efficiency by enabling vehicle-to-vehicle
communication, highlighting the importance of secure and accurate data
exchange. To ensure safety, the thesis proposes a Machine Learning-based
Misbehavior Detection System (MDS) using Long Short-Term Memory (LSTM) networks
to detect and mitigate incorrect or misleading messages within vehicular
networks. Trained offline on the VeReMi dataset, the detection model is tested
in real-time within a platooning scenario, demonstrating that it can prevent
nearly all accidents caused by misbehavior by triggering a defense protocol
that dissolves the platoon if anomalies are detected. The results show that
while the system can accurately detect general misbehavior, it struggles to
label specific types due to varying traffic conditions, implying the difficulty
of creating a universally adaptive protocol. However, the thesis suggests that
with more data and further refinement, this MDS could be implemented in
real-world CITS, enhancing driving safety by mitigating risks from misbehavior
in cooperative driving networks.",cs.AI
Permutative redundancy and uncertainty of the objective in deep learning,"Implications of uncertain objective functions and permutative symmetry of
traditional deep learning architectures are discussed. It is shown that
traditional architectures are polluted by an astronomical number of equivalent
global and local optima. Uncertainty of the objective makes local optima
unattainable, and, as the size of the network grows, the global optimization
landscape likely becomes a tangled web of valleys and ridges. Some remedies
which reduce or eliminate ghost optima are discussed including forced
pre-pruning, re-ordering, ortho-polynomial activations, and modular
bio-inspired architectures.",cs.AI
Non-Adversarial Inverse Reinforcement Learning via Successor Feature Matching,"In inverse reinforcement learning (IRL), an agent seeks to replicate expert
demonstrations through interactions with the environment. Traditionally, IRL is
treated as an adversarial game, where an adversary searches over reward models,
and a learner optimizes the reward through repeated RL procedures. This
game-solving approach is both computationally expensive and difficult to
stabilize. In this work, we propose a novel approach to IRL by direct policy
optimization: exploiting a linear factorization of the return as the inner
product of successor features and a reward vector, we design an IRL algorithm
by policy gradient descent on the gap between the learner and expert features.
Our non-adversarial method does not require learning a reward function and can
be solved seamlessly with existing actor-critic RL algorithms. Remarkably, our
approach works in state-only settings without expert action labels, a setting
which behavior cloning (BC) cannot solve. Empirical results demonstrate that
our method learns from as few as a single expert demonstration and achieves
improved performance on various control tasks.",cs.AI
Estimating Causal Effects in Partially Directed Parametric Causal Factor Graphs,"Lifting uses a representative of indistinguishable individuals to exploit
symmetries in probabilistic relational models, denoted as parametric factor
graphs, to speed up inference while maintaining exact answers. In this paper,
we show how lifting can be applied to causal inference in partially directed
graphs, i.e., graphs that contain both directed and undirected edges to
represent causal relationships between random variables. We present partially
directed parametric causal factor graphs (PPCFGs) as a generalisation of
previously introduced parametric causal factor graphs, which require a fully
directed graph. We further show how causal inference can be performed on a
lifted level in PPCFGs, thereby extending the applicability of lifted causal
inference to a broader range of models requiring less prior knowledge about
causal relationships.",cs.AI
Enhancing Robot Assistive Behaviour with Reinforcement Learning and Theory of Mind,"The adaptation to users' preferences and the ability to infer and interpret
humans' beliefs and intents, which is known as the Theory of Mind (ToM), are
two crucial aspects for achieving effective human-robot collaboration. Despite
its importance, very few studies have investigated the impact of adaptive
robots with ToM abilities. In this work, we present an exploratory comparative
study to investigate how social robots equipped with ToM abilities impact
users' performance and perception. We design a two-layer architecture. The
Q-learning agent on the first layer learns the robot's higher-level behaviour.
On the second layer, a heuristic-based ToM infers the user's intended strategy
and is responsible for implementing the robot's assistance, as well as
providing the motivation behind its choice. We conducted a user study in a
real-world setting, involving 56 participants who interacted with either an
adaptive robot capable of ToM, or with a robot lacking such abilities. Our
findings suggest that participants in the ToM condition performed better,
accepted the robot's assistance more often, and perceived its ability to adapt,
predict and recognise their intents to a higher degree. Our preliminary
insights could inform future research and pave the way for designing more
complex computation architectures for adaptive behaviour with ToM capabilities.",cs.AI
Which PPML Would a User Choose? A Structured Decision Support Framework for Developers to Rank PPML Techniques Based on User Acceptance Criteria,"Using Privacy-Enhancing Technologies (PETs) for machine learning often
influences the characteristics of a machine learning approach, e.g., the needed
computational power, timing of the answers or how the data can be utilized.
When designing a new service, the developer faces the problem that some
decisions require a trade-off. For example, the use of a PET may cause a delay
in the responses or adding noise to the data to improve the users' privacy
might have a negative impact on the accuracy of the machine learning approach.
As of now, there is no structured way how the users' perception of a machine
learning based service can contribute to the selection of Privacy Preserving
Machine Learning (PPML) methods. This is especially a challenge since one
cannot assume that users have a deep technical understanding of these
technologies. Therefore, they can only be asked about certain attributes that
they can perceive when using the service and not directly which PPML they
prefer.
  This study introduces a decision support framework with the aim of supporting
the selection of PPML technologies based on user preferences. Based on prior
work analysing User Acceptance Criteria (UAC), we translate these criteria into
differentiating characteristics for various PPML techniques. As a final result,
we achieve a technology ranking based on the User Acceptance Criteria while
providing technology insights for the developers. We demonstrate its
application using the use case of classifying privacy-relevant information.
  Our contribution consists of the decision support framework which consists of
a process to connect PPML technologies with UAC, a process for evaluating the
characteristics that separate PPML techniques, and a ranking method to evaluate
the best PPML technique for the use case.",cs.AI
Token2Wave,"This paper provides an in-depth analysis of Token2Wave, a novel token
representation method derived from the Wave Network, designed to capture both
global and local semantics of input text through wave-inspired complex vectors.
In Token2Wave, each token is represented with a magnitude component, capturing
the global semantics of the entire input text, and a phase component, encoding
the relationships between individual tokens and the global semantics. Building
on prior research that demonstrated the effectiveness of wave-like operations,
such as interference and modulation, during forward propagation, this study
investigates the convergence behavior, backpropagation characteristics, and
embedding independence within the Token2Wave framework. A detailed
computational complexity analysis shows that Token2Wave can significantly
reduce video memory usage and training time compared to BERT. Gradient
comparisons for the [CLS] token, total input text, and classifier parameters
further highlight Token2Wave's unique characteristics. This research offers new
insights into wave-based token representations, demonstrating their potential
to enable efficient and computationally friendly language model architectures.",cs.AI
Imitation from Diverse Behaviors: Wasserstein Quality Diversity Imitation Learning with Single-Step Archive Exploration,"Learning diverse and high-performance behaviors from a limited set of
demonstrations is a grand challenge. Traditional imitation learning methods
usually fail in this task because most of them are designed to learn one
specific behavior even with multiple demonstrations. Therefore, novel
techniques for quality diversity imitation learning are needed to solve the
above challenge. This work introduces Wasserstein Quality Diversity Imitation
Learning (WQDIL), which 1) improves the stability of imitation learning in the
quality diversity setting with latent adversarial training based on a
Wasserstein Auto-Encoder (WAE), and 2) mitigates a behavior-overfitting issue
using a measure-conditioned reward function with a single-step archive
exploration bonus. Empirically, our method significantly outperforms
state-of-the-art IL methods, achieving near-expert or beyond-expert QD
performance on the challenging continuous control tasks derived from MuJoCo
environments.",cs.AI
ENAT: Rethinking Spatial-temporal Interactions in Token-based Image Synthesis,"Recently, token-based generation have demonstrated their effectiveness in
image synthesis. As a representative example, non-autoregressive Transformers
(NATs) can generate decent-quality images in a few steps. NATs perform
generation in a progressive manner, where the latent tokens of a resulting
image are incrementally revealed. At each step, the unrevealed image regions
are padded with mask tokens and inferred by NAT. In this paper, we delve into
the mechanisms behind the effectiveness of NATs and uncover two important
patterns that naturally emerge from NATs: Spatially (within a step), although
mask and visible tokens are processed uniformly by NATs, the interactions
between them are highly asymmetric. In specific, mask tokens mainly gather
information for decoding, while visible tokens tend to primarily provide
information, and their deep representations can be built only upon themselves.
Temporally (across steps), the interactions between adjacent generation steps
mostly concentrate on updating the representations of a few critical tokens,
while the computation for the majority of tokens is generally repetitive.
Driven by these findings, we propose EfficientNAT (ENAT), a NAT model that
explicitly encourages these critical interactions inherent in NATs. At the
spatial level, we disentangle the computations of visible and mask tokens by
encoding visible tokens independently, while decoding mask tokens conditioned
on the fully encoded visible tokens. At the temporal level, we prioritize the
computation of the critical tokens at each step, while maximally reusing
previously computed token representations to supplement necessary information.
ENAT improves the performance of NATs notably with significantly reduced
computational cost. Experiments on ImageNet-256, ImageNet-512 and MS-COCO
validate the effectiveness of ENAT. Code is available at
https://github.com/LeapLabTHU/ENAT.",cs.AI
